SMILES,CHEMBL_ID,IC50(nM)
CC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@]34OC(=O)c5cc(F)c(F)cc45)c(C)c2,1957796,12900
COC[C@H](C)COCc1ccc(cc1)[C@@]2(O)CCNC[C@@H]2c3ccc(cc3C)c4ccccc4CCNC(=O)C,1957797,9000
Cl.CC(=O)NCCc1ccccc1c2ccc([C@@H](CN)Cc3ccc(OCCOc4c(Cl)cc(C)cc4Cl)cc3)c(C)c2,1957798,6
Fc1ccc(CCN2CCN(CC2)C(=O)c3cccn4ccnc34)c(F)c1,1957816,1900
OC(COc1ccccc1C(=O)CCc2ccccc2)CN3CCN(CC3)C(c4ccccc4)c5ccccc5,1962378,2600
OC(COc1ccccc1C(=O)CCc2ccccc2)CN3CCC(CC3)c4ccccc4,1963280,3460
OC(COc1ccc(F)cc1C(=O)CCc2ccccc2)CN3CCN(CC3)C(c4ccccc4)c5ccccc5,1963307,4840
Cc1ccc(cc1)N2CCN(CC(O)COc3ccccc3C(=O)CCc4ccccc4)CC2,1963594,4310
Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13,1980297,1000
Nc1cncc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1,2010816,8500
CCC(NCCCC[C@@H](Cc1cc(C)c(F)c(C)c1)C(=O)NO)c2ccc(F)cc2,2010824,13300
CCN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C,2010830,2500
CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C,2010831,3000
CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3F)S(=O)(=O)C,2010832,2600
CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(c(F)c3)S(=O)(=O)C,2010833,2900
CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(cc3)C(F)(F)F)CC2)cc1,2010834,2100
CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(NC(=O)C)cc3,2010835,4500
CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,2010836,1200
CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccccc3,2010837,1600
CN(C1CCN(Cc2ccc(cn2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,2010838,4200
CN(C1CCN(Cc2ccc(nc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,2010839,13000
CN(C1CCN(Cc2ccc(c(F)c2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,2010840,2800
CN(C1CCN(Cc2ccc(cc2)c3noc(C)n3)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,2010841,6500
CN(C1CCN(Cc2nc3cc(F)ccc3s2)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,2010842,1300
CN(C1CCN(Cc2nc3CCCCc3s2)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,2010843,7600
CN([C@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,2010844,3600
CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,2010845,2000
CO[C@@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4,2010846,2000
CO[C@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4,2010847,1200
CN([C@@H]1CCN(Cc2ccc(cn2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,2010848,10000
CN([C@@H]1CCN(Cc2ccc(nc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,2010849,15000
CN([C@@H]1CCN(Cc2nc3cc(F)ccc3s2)C[C@@H]1F)C(=O)Cc4ccc(cc4)n5cnnn5,2010850,4700
CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)S(=O)(=O)C,2010851,4200
CN([C@@H]1CCN(Cc2nc3ccccc3s2)C[C@@H]1F)C(=O)Cc4ccc(cc4)S(=O)(=O)C,2010852,16000
CN([C@@H]1CCN(Cc2nc3cc(F)ccc3s2)C[C@@H]1F)C(=O)Cc4ccc(cc4)S(=O)(=O)C,2010853,7000
CC(C)Cn1c2ccc(Nc3ncccn3)cc2c4c5CNC(=O)c5c6c(CCc7nn(C)cc67)c14,2010872,20000
N[C@H]1CN(C[C@@H]1c2cc(F)ccc2F)c3ccc(cn3)N4C=CC(=CC4=O)OCc5ccccc5,2011528,8800
N[C@H]1CN(C[C@@H]1c2cc(F)c(F)cc2F)c3ccc(cn3)N4C=CC(=CC4=O)OCc5ccccc5,2011534,6100
Nc1ncnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,2011947,1500
Cc1c(C)n(Cc2ccccc2)c3ncnc(OC4CCN(Cc5cscn5)CC4)c13,2012178,510
C(N1CCC(CC1)Oc2ncnc3c2ccn3Cc4ccccc4)c5cscn5,2012244,760
CCC(NCCCC[C@@H](Nc1cc(C)c(F)c(C)c1)C(=O)NO)c2ccc(F)cc2,2012836,950
CCC(NCCCC[C@@H](Oc1cc(C)c(F)c(C)c1)C(=O)NO)c2ccc(F)cc2,2012837,2700
CCC(NCCCC[C@@H](C[C@@H](OC)c1ccc(F)cc1)C(=O)NO)c2ccc(F)cc2,2012838,10000
Cc1nc2c(OC(F)F)cccc2n1c3ccc(s3)C(=O)NC4CC4,2012951,28800
Cc1nc2c(cccc2n1c3ccc(s3)C(=O)NC4CC4)C#N,2012958,53000
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCCC(NC4=O)C(C)(C)C,2016588,44200
Cc1nc(nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12)N4CCC(CC4)N5CCCC5,2016731,450
Cc1nc(nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12)N4CCC(CC4)N5CCCC5=O,2016776,3700
Cl.CC(=O)N1CCC(CC1)C(=O)N(CCCN2CCN(Cc3ccc(F)cc3)CC2)c4ccc(C)c(Cl)c4,2017374,1820
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)Nc4cccc5ccccc45)nn3,2017410,>10000
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)Nc4ccc5OC(F)(F)Oc5c4)nn3,2017411,>10000
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)NC4C5CC6CC(CC4C6)C5)nn3,2017412,4030
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(Cc4ccc(F)cc4)C5C6CC7CC(CC5C7)C6)nn3,2017413,250
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(Cc4ccccc4)Cc5ccccc5)nn3,2017414,870
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N4CCC(CC4)c5oc6ccccc6n5)nn3,2017562,10300
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(Cc4ccccc4)CC(F)(F)F)nn3,2017563,2870
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(CC(F)(F)F)c4ccc5CCCc5c4)nn3,2017564,1490
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(CC(F)(F)F)c4ccc5OC(F)(F)Oc5c4)nn3,2017565,1920
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(CC(F)(F)F)c4ccc5ccccc5c4)nn3,2017566,630
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(CC(F)(F)F)c4cccc5ccccc45)nn3,2017567,800
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCCCNC4=O,2017568,43900
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CC(CCNC4=O)C(F)(F)F,2017570,>30000
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CC(CNC4=O)C(F)(F)F,2017571,>30000
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CC(C)(C)CCNC4=O,2017572,20800
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CC[C@H]5CCCC[C@@H]5NC4=O,2017573,20800
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CC(CCNC4=O)[Si](C)(C)C,2017574,6270
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CC(CCNC4=O)C5CCCCC5,2017575,3680
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CCN(CC56CC7CC(CC(C7)C5)C6)C4=O)C(C)(C)C,2017576,870
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CCN(CC(C)(C)C)C4=O)C(C)(C)C,2017577,2100
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4CC[C@@H](CN(Cc5ccccc5)C4=O)c6ccccc6,2017579,200
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CCN(Cc5ccccc5)C4=O)C(F)(F)F,2017580,5480
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CCN(Cc5ccccc5)C4=O)[Si](C)(C)C,2017581,40800
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CCN(CC(F)(F)F)C4=O)C(F)(F)F,2017582,31900
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CN(CC(F)(F)F)C4=O)C(F)(F)F,2017583,13100
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4CCCCN(CC(F)(F)F)C4=O,2017584,21900
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CCN(CC(F)(F)F)C4=O)c5ccccc5,2017585,2220
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CCN(CC(F)(F)F)C4=O)C(C)(C)C,2017586,5400
Cc1nc(nc2ccc(NC(=O)\C=C\c3ccc(OC(F)(F)F)cc3)cc12)N4CCC(O)CC4,2017588,3300
Cc1nc(nc2ccc(NC(=O)\C=C\c3ccc(Cl)cc3)cc12)N4CCC(O)(CC4)C5CC5,2017593,5600
Cc1nc(nc2ccc(NC(=O)\C=C\c3ccc(cc3)C(F)F)cc12)N4CCC(O)(CC4)C5CC5,2017597,2500
COCC(=O)NC1CCN(CC1)c2nc(C)c3cc(NC(=O)\C=C\c4ccc(Cl)cc4)ccc3n2,2017760,1200
Nc1cc(c(cn1)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F,2017974,>30000
C[C@H](Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cc3F)C(F)(F)F)S(=O)(=O)C)C(C)(C)C,2021600,17000
C[C@@H](Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cc3F)C(F)(F)F)S(=O)(=O)C)C(C)(C)C,2021601,28000
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCN5CCC4CC5)nn3,2021936,12589.25
Fc1ccc(cc1)C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,2021948,10000
Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCCC3)cc2)c1,2021967,>100000
FC(F)(F)c1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCCC3)cc2)cc1,2021968,>100000
CCOC(=O)C1CCN(CCCOc2ccc(cc2)S(=O)(=O)NC(=O)Nc3ccccc3)CC1,2021969,78700
CC(C)NC(=O)NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,2021970,>100000
Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCCCN3CCCC3)cc2)c1,2021973,>100000
FC(F)(F)c1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCCN3CCCC3)cc2)cc1,2021974,49100
CC(C)NC(=O)NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,2021975,>100000
Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCCCN3CCCCC3)cc2)c1,2021978,>100000
FC(F)(F)c1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCCN3CCCCC3)cc2)cc1,2021979,>100000
CCOC(=O)C1CCN(CCCCOc2ccc(cc2)S(=O)(=O)NC(=O)Nc3ccccc3)CC1,2021980,>100000
FC(F)(F)c1cccc(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCC3)cc2)c1,2021981,>100000
CC(=O)c1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCC3)cc2)cc1,2021982,>100000
Cc1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCC3)cc2)cc1,2021983,>100000
O=C(Nc1cccc2ccccc12)NS(=O)(=O)c3ccc(OCCCN4CCCC4)cc3,2021984,>100000
CN(C)c1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCC3)cc2)cc1,2021985,>100000
FC(F)(F)c1ccccc1NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCCC3)cc2,2021987,>100000
COc1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCCC3)cc2)cc1,2021989,>100000
CC(=O)c1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCCC3)cc2)cc1,2021990,>100000
Cc1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCCC3)cc2)cc1,2021991,>100000
O=C(NC(c1ccccc1)c2ccccc2)NS(=O)(=O)c3ccc(OCCCN4CCCCC4)cc3,2021992,>100000
COc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3,2022495,5011.87
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,2022496,7943.28
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCOCC4)nn3,2022497,31622.78
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCOCC4)nn3,2022498,19952.62
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCC4)nn3,2022499,7943.28
C[C@@H]1CC[C@@H](C)N1CCCNc2oc(nn2)c3ccc(NC(=O)c4ccccc4F)cc3,2022500,7943.28
CN1CCN(CCCNc2oc(nn2)c3ccc(NC(=O)c4ccccc4F)cc3)CC1,2022501,63095.73
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCC(F)(F)CC4)nn3,2022502,>63095.73
FC1CCN(CCCNc2oc(nn2)c3ccc(NC(=O)c4ccccc4F)cc3)CC1,2022503,7943.28
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4C[C@@H]5CC[C@H]4C5)nn3,2022504,6309.57
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCCN4CCOCC4)nn3,2022729,29512.09
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCCN4CCCOCC4)nn3,2022730,12589.25
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCCN4CCCC4)nn3,2022731,12589.25
CCN(CC)CCCCNc1oc(nn1)c2ccc(NC(=O)c3ccccc3F)cc2,2022732,19952.62
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCCN4CCCCC4)nn3,2022733,12589.25
COc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCCN4CCCCC4)nn3,2022736,15848.93
Fc1ccccc1C(=O)Nc2ccc(c(Cl)c2)c3oc(NCCCCN4CCCCC4)nn3,2022737,1995.26
COc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCCN4CCOCC4)nn3,2022738,>63095.73
Fc1ccccc1C(=O)Nc2ccc(c(F)c2)c3oc(NCCCCN4CCOCC4)nn3,2022739,18620.87
Fc1cc(NC(=O)c2ccccc2)ccc1c3oc(NCCCCN4CCOCC4)nn3,2022740,15848.93
FC1CCN(CCCCNc2oc(nn2)c3ccc(NC(=O)c4ccccc4F)cc3)CC1,2022741,15848.93
c1ccc(cc1)n2cc(cn2)c3ccnc4ccccc34,2022867,2500
CCN(CC)CCCNc1oc(nn1)c2ccc(NC(=O)c3ccccc3F)cc2,2022935,12589.25
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCCC4)nn3,2022938,6309.57
Clc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,2022940,12589.25
Cc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,2022941,7943.28
Cc1cccc(c1)C(CC[C@H](N)C(=O)O)(c2ccccc2)c3ccccc3,2022995,>25000
Cc1cccc(c1)C(CC[C@@H](N)C(=O)O)(c2ccccc2)c3ccccc3,2022996,>25000
Cc1cccc(c1)C(CCCN)(c2ccccc2)c3ccccc3,2022997,6480
COc1ccc2c(ccnc2c1)c3cnn(c3)c4ccccc4,2023457,2500
CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC,2023802,76000
COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1.OS(=O)(=O)O,2023803,>100000
COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C,2023898,29200
Fc1cccc(c1)C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,2023916,7943.28
Fc1cccc(F)c1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,2023917,7943.28
O=C(Nc1ccc(cc1)c2oc(NCCCN3CCCCC3)nn2)C4CCCC4,2023918,25118.86
O=C(Nc1ccc(cc1)c2oc(NCCCN3CCCCC3)nn2)C4CCCCC4,2023919,19952.62
O=C(Nc1ccc(cc1)c2oc(NCCCN3CCCCC3)nn2)C4CCCCCC4,2023920,19952.62
Fc1ccccc1C(=O)Nc2ccc(cc2F)c3oc(NCCCN4CCCCC4)nn3,2023921,6309.57
CCc1cc(ccc1NC(=O)c2ccccc2F)c3oc(NCCCN4CCCCC4)nn3,2023922,25118.86
Cc1cc(ccc1NC(=O)c2ccccc2F)c3oc(NCCCN4CCCCC4)nn3,2023923,15848.93
Fc1ccccc1C(=O)Nc2ccc(c(Cl)c2)c3oc(NCCCN4CCCCC4)nn3,2023924,3981.07
Cc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3,2023925,3981.07
COc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCOCC4)nn3,2023926,15848.93
CCOc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3,2023927,12589.25
Fc1ccccc1C(=O)Nc2ccc(c(F)c2)c3oc(NCCCN4CCCCC4)nn3,2023928,10000
Fc1ccccc1C(=O)Nc2ccc(c3oc(NCCCN4CCCCC4)nn3)c(c2)C(F)(F)F,2023929,5011.87
CCc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3,2023930,3981.07
NS(=O)(=O)c1ccc(OCCN2CCCC2)cc1,2024308,>100000
NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,2024309,24000
CCOC(=O)C1CCN(CCOc2ccc(cc2)S(=O)(=O)N)CC1,2024310,22900
NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1,2024378,93200
CCOC(=O)C1CCN(CCCOc2ccc(cc2)S(=O)(=O)N)CC1,2024379,76500
NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,2024381,>100000
NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,2024382,13600
CCOC(=O)C1CCN(CCCCOc2ccc(cc2)S(=O)(=O)N)CC1,2024383,18800
CC(C)NC(=O)NS(=O)(=O)c1ccc(OCCN2CCCC2)cc1,2024384,>100000
Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCC3)cc2)c1,2024398,>100000
O=C(Nc1ccccc1)NS(=O)(=O)c2ccc(OCCCN3CCCCC3)cc2,2024401,>100000
CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc(Cl)c3Cl)CC1,2028019,20720
CS(=O)(=O)Cc1cc(nc(n1)c2cnc3[nH]ccc3c2)N4CCOCC4,2029359,>32000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccccn4,2029412,>30000
Cc1ccc(nc1)[C@@]2(O)CC[C@H](CC2)N[C@H]3CCN(C3)C(=O)CNC(=O)c4cccc(c4)C(F)(F)F,2029417,24000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5cccnc5,2029418,30000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5ccncc5,2029419,13000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5cnccn5,2029421,>30000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5ncccn5,2029422,20000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5nccs5,2029423,>30000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5occn5,2029424,>30000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cccc(c4)C(F)(F)F)c5ccc(cn5)c6ncccn6,2029566,9000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cccc(n4)C(F)(F)F)c5ccc(cn5)c6ncccn6,2029567,10000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cc(ccn4)C(F)(F)F)c5ccc(cn5)c6ncccn6,2029568,28000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4nccc(n4)C(F)(F)F)c5ccc(cn5)c6ncccn6,2029569,26000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cc(ncn4)C(F)(F)F)c5ccc(cn5)c6ncccn6,2029570,>30000
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cc(ccn4)C#N)c5ccc(cn5)c6ncccn6,2029571,>30000
CN(CCCC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5,2029718,>33000
CCN(CCCC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5,2029719,>33000
Cn1c2CCC(Cc2c3cc(ccc13)C(=O)NCCCC(=O)NC4CC4)C5CCOCC5,2029720,>31000
CN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5,2029721,>33000
CCN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5,2029722,>33000
CN(CCC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5,2029723,>33000
CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c3CC(CCc3n2C)C4CCOCC4,2029724,>33000
CN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4C[C@@H](CCc4n3C)C5CCOCC5,2029725,>33000
CN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4C[C@H](CCc4n3C)C5CCOCC5,2029726,>33000
CCN(CCCC(=O)NCCO)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4,2029733,>33000
CN(CCCC(=O)NC1COC1)C(=O)c2ccc3c(c2)c4C[C@@H](CCc4n3C)C5CCOCC5,2029734,>33000
CN([C@H](CO)CCC(=O)NCCF)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4,2029735,>33000
CCNC(=O)CC[C@@H](CO)N(C)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4,2029736,>33000
CNC(=O)CC[C@@H](CO)N(C)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4,2029737,>33000
CN(CCCC(=O)NCCO)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4,2029738,>33000
CN(CCCC(=O)NCC#N)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4,2029739,>33000
CONC(=O)CCCN(C)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4,2029899,>33000
Clc1ccc2oc3C(=O)NC(=Nc3c2c1)[C@@H]4CCCN4,2030402,>30000
CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]ccc3c2)N4CCOCC4,2030436,>32000
CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4,2030442,>33000
CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]cnc3c2)N4CCOCC4,2030445,>32000
C[C@H]1COCCN1c2cc(CS(=O)(=O)C)nc(n2)c3ccc4[nH]ccc4c3,2030446,>32000
CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]ccc3c2)N4CC5CCC(C4)O5,2030448,>32000
CS(=O)(=O)Cc1cc(nc(n1)c2ccc(NS(=O)(=O)C)cc2)N3CCOCC3,2030449,>29000
CS(=O)(=O)Cc1cc(nc(NC(=O)c2oncc2)n1)N3CCOCC3,2030450,>33000
CS(=O)(=O)Cc1cc(nc(n1)c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)N4CCOCC4,2030451,>100000
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(ccc4C)C(=O)NC5CC5,2031465,>100000
O=C1CC2CCc3cc(OC4CCN(CC4)C5CCC5)ccc3C2=NN1,2031477,18000
C[C@@H]1CCCN1CCN2CCc3cc(ccc3C2=O)c4ccc(F)cc4,2031760,300
C[C@@H]1CCCN1CCN2CCc3cc(ccc3C2=O)c4ccc(cc4)C#N,2031762,140
CNC(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2,2031868,29000
CCNC(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2,2031869,16000
CC(C)NC(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2,2031870,6200
O=C(NC1CC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,2031871,11000
O=C(NC1CCC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,2031872,2500
